,EstProjectCost,Initial Assessment,Final Assessment,Income,Distance To Downtown,Distance To Nearest Transit Stop,Cost Per Unit,Distance to Nearest Park,Distance to Nearest Public School,ROI,Class
0,2434520.07037713,491658.13835716475,4225603.078898228,98543.89646632716,7.571379796374739,0.07042677283434763,266648.5379797351,0.06987532307515312,1.0495432972582206,0.444068945044189,1
1,5553399.084987645,1200295.676974338,14956085.175481636,94344.34762298693,4.790328267712619,0.020932801484516556,188274.58667504933,0.27314874201072925,0.4284279546388262,1.214504164404495,2
2,2860354.8359173606,692365.2761418635,4194813.670545869,75980.71216816778,8.536074635240197,0.03611293773280621,194842.9889670324,0.19784110357380327,0.9231665269786657,0.1807329421496349,1
3,1873264.8704804864,1228536.0159638664,4980669.007819188,92553.01157156593,9.864163288627594,0.4277223326622261,168173.55115886542,0.29962606652635776,1.09040801953055,0.6057346006914757,1
4,1419826.712104845,244918.29575198883,1794438.5444168223,77360.71374928419,9.311918029826519,0.0,158880.723522317,0.3195155323980972,0.5406242799363838,0.07790594712577252,0
5,3636787.3984047286,3217820.9040190587,7775808.845828624,90480.13714197703,6.563438882544446,0.10419217477015634,307005.18360538303,0.09000862936013578,0.602022483815797,0.1343914200143429,0
6,1482861.2297545692,1369427.7070920214,1196666.98138235,64143.717176660975,5.1323592778405605,0.07380703644972245,206406.97632004909,0.17675175083845984,1.003546783018865,-0.5804538011827964,0
7,11660404.262868341,2662590.7521173386,27062748.077543616,112136.74292689562,9.865467977773427,0.021432376673250222,286106.3215304523,0.0982525108648087,1.13060716908781,0.8894615301638205,2
8,10352054.764887895,4740640.209702223,25252804.650831196,105391.57949805263,7.8423712230880565,0.1737649385266613,357447.9137125065,0.20139815005582348,0.5296344740986954,0.6731806144195266,1
9,1212395.7652880824,1123364.9930566554,3156844.758247303,84919.50411878459,5.396194559352632,0.26725946695888964,222465.6129642229,0.308295704022042,0.7221371430852728,0.35152744002961805,1
10,2461717.7279807464,414152.3415265786,4516151.040583342,78851.76865147552,5.287645862946414,0.25105775892504334,149520.87142939016,0.10390113738398632,0.4647200476185844,0.5703599020233272,1
11,664441.086838706,706754.4021936213,2855917.4573895154,90049.25124966989,7.947200849988137,0.2831364605991216,115472.60513766378,0.20661018150188304,0.4415425578107582,1.0827937958029443,2
12,1437678.8727907517,726586.434259482,1943538.546093326,92036.84201679814,3.427182578228746,0.0,149141.8701716316,0.1491596129818558,0.48819971486070907,-0.10198692380175203,0
13,1675941.5259763119,1233654.0861334568,3826251.5415021847,65653.73009150203,8.319711317164105,0.2463327795152802,187800.65906879416,0.17032034583427433,0.6827844019852465,0.31504581790585745,1
14,412031.82552829146,364526.8959759726,669138.0395335816,123290.30927672019,5.174555160356815,0.2879291056027818,195480.23349404734,0.3100063509378754,0.9056853693362501,-0.1383291166476103,0
15,1632392.8497343163,899474.2564646045,3484707.2865549303,105766.20084287567,7.964289762139442,0.014159384822194539,230493.79242549493,0.1847138565538443,0.533027903676452,0.3763389389684451,1
16,6056151.786629675,1619457.3081053752,14053955.563880278,135222.01679222053,15.059520587604776,0.08675593836613399,214035.8010566176,0.19986413689256557,1.3442792729427295,0.8309889665330068,2
17,819893.9035680245,797929.2989818427,1163497.1607381217,88611.51930973312,3.656059676262579,0.07316913604969313,165334.00621201735,0.38429023714703414,0.5317329604963086,-0.28082551980690956,0
18,1229566.741393659,699072.8682172176,4233907.597380498,144013.87221662188,12.776341933647087,0.08477028030866887,193355.6824840714,0.2082524736188538,0.9387680709672235,1.1952818848487377,2
19,795408.4091033452,246055.5747034165,2237470.3317082366,122391.8883798918,2.2356071717396384,0.2663359403036245,289639.65500890627,0.3150862862262227,0.3797742281609443,1.1483895425071058,2
20,3258040.2555101155,1440934.0373520143,4263895.324966644,104369.78989945044,6.4852845588201316,0.13942513074871798,209004.20569682293,0.2663694210972376,0.5493175768863867,-0.09259019964343776,0
21,447826.6653613202,386199.8711546728,1634431.2609454847,92278.93435814662,2.918242703023825,0.2624295226054735,298050.2712946129,0.15440136539519703,0.04307615493386795,0.9596873593171856,2
22,10696075.824096978,5804193.678814122,35033892.38916653,88722.54684382088,9.905534632091934,0.07805681364583904,285318.49186889455,0.14123682817654165,0.9669017167902096,1.1232315255811784,2
